Month,Samplingpoint,ExceedCount,CustomLabel
2005-10-01,AT/SPO.09.AKC.55371.6001.1,26,AKH (Allgemeines Krankenhaus) (Gravi)
2005-11-01,AT/SPO.09.AKC.55371.6001.1,25,AKH (Allgemeines Krankenhaus) (Gravi)
2005-12-01,AT/SPO.09.AKC.55371.6001.1,22,AKH (Allgemeines Krankenhaus) (Gravi)
2006-01-01,AT/SPO.09.AKC.55371.6001.1,30,AKH (Allgemeines Krankenhaus) (Gravi)
2006-02-01,AT/SPO.09.AKC.55371.6001.1,25,AKH (Allgemeines Krankenhaus) (Gravi)
2006-03-01,AT/SPO.09.AKC.55371.6001.1,24,AKH (Allgemeines Krankenhaus) (Gravi)
2006-04-01,AT/SPO.09.AKC.55371.6001.1,18,AKH (Allgemeines Krankenhaus) (Gravi)
2006-05-01,AT/SPO.09.AKC.55371.6001.1,11,AKH (Allgemeines Krankenhaus) (Gravi)
2006-06-01,AT/SPO.09.AKC.55371.6001.1,13,AKH (Allgemeines Krankenhaus) (Gravi)
2006-07-01,AT/SPO.09.AKC.55371.6001.1,16,AKH (Allgemeines Krankenhaus) (Gravi)
2006-08-01,AT/SPO.09.AKC.55371.6001.1,2,AKH (Allgemeines Krankenhaus) (Gravi)
2006-09-01,AT/SPO.09.AKC.55371.6001.1,18,AKH (Allgemeines Krankenhaus) (Gravi)
2006-10-01,AT/SPO.09.AKC.55371.6001.1,20,AKH (Allgemeines Krankenhaus) (Gravi)
2006-11-01,AT/SPO.09.AKC.55371.6001.1,20,AKH (Allgemeines Krankenhaus) (Gravi)
2006-12-01,AT/SPO.09.AKC.55371.6001.1,26,AKH (Allgemeines Krankenhaus) (Gravi)
2007-01-01,AT/SPO.09.AKC.55371.6001.1,12,AKH (Allgemeines Krankenhaus) (Gravi)
2007-01-01,AT/SPO.09.TAB.56396.6001.1,12,Taborstraße (Gravi)
2007-02-01,AT/SPO.09.AKC.55371.6001.1,16,AKH (Allgemeines Krankenhaus) (Gravi)
2007-02-01,AT/SPO.09.TAB.56396.6001.1,20,Taborstraße (Gravi)
2007-03-01,AT/SPO.09.AKC.55371.6001.1,17,AKH (Allgemeines Krankenhaus) (Gravi)
2007-03-01,AT/SPO.09.TAB.56396.6001.1,21,Taborstraße (Gravi)
2007-04-01,AT/SPO.09.AKC.55371.6001.1,19,AKH (Allgemeines Krankenhaus) (Gravi)
2007-04-01,AT/SPO.09.TAB.56396.6001.1,24,Taborstraße (Gravi)
2007-05-01,AT/SPO.09.AKC.55371.6001.1,10,AKH (Allgemeines Krankenhaus) (Gravi)
2007-05-01,AT/SPO.09.TAB.56396.6001.1,16,Taborstraße (Gravi)
2007-06-01,AT/SPO.09.AKC.55371.6001.1,13,AKH (Allgemeines Krankenhaus) (Gravi)
2007-06-01,AT/SPO.09.TAB.56396.6001.1,18,Taborstraße (Gravi)
2007-07-01,AT/SPO.09.AKC.55371.6001.1,5,AKH (Allgemeines Krankenhaus) (Gravi)
2007-07-01,AT/SPO.09.TAB.56396.6001.1,9,Taborstraße (Gravi)
2007-08-01,AT/SPO.09.AKC.55371.6001.1,4,AKH (Allgemeines Krankenhaus) (Gravi)
2007-08-01,AT/SPO.09.TAB.56396.6001.1,13,Taborstraße (Gravi)
2007-09-01,AT/SPO.09.AKC.55371.6001.1,7,AKH (Allgemeines Krankenhaus) (Gravi)
2007-09-01,AT/SPO.09.TAB.56396.6001.1,11,Taborstraße (Gravi)
2007-10-01,AT/SPO.09.AKC.55371.6001.1,21,AKH (Allgemeines Krankenhaus) (Gravi)
2007-10-01,AT/SPO.09.TAB.56396.6001.1,24,Taborstraße (Gravi)
2007-11-01,AT/SPO.09.AKC.55371.6001.1,16,AKH (Allgemeines Krankenhaus) (Gravi)
2007-11-01,AT/SPO.09.TAB.56396.6001.1,18,Taborstraße (Gravi)
2007-12-01,AT/SPO.09.AKC.55371.6001.1,24,AKH (Allgemeines Krankenhaus) (Gravi)
2007-12-01,AT/SPO.09.TAB.56396.6001.1,25,Taborstraße (Gravi)
2008-01-01,AT/SPO.09.AKC.55371.6001.1,23,AKH (Allgemeines Krankenhaus) (Gravi)
2008-01-01,AT/SPO.09.TAB.56396.6001.1,23,Taborstraße (Gravi)
2008-02-01,AT/SPO.09.AKC.55371.6001.1,18,AKH (Allgemeines Krankenhaus) (Gravi)
2008-02-01,AT/SPO.09.TAB.56396.6001.1,14,Taborstraße (Gravi)
2008-03-01,AT/SPO.09.AKC.55371.6001.1,9,AKH (Allgemeines Krankenhaus) (Gravi)
2008-04-01,AT/SPO.09.AKC.55371.6001.1,14,AKH (Allgemeines Krankenhaus) (Gravi)
2008-05-01,AT/SPO.09.AKC.55371.6001.1,8,AKH (Allgemeines Krankenhaus) (Gravi)
2008-05-01,AT/SPO.09.TAB.56396.6001.1,11,Taborstraße (Gravi)
2008-06-01,AT/SPO.09.AKC.55371.6001.1,6,AKH (Allgemeines Krankenhaus) (Gravi)
2008-06-01,AT/SPO.09.TAB.56396.6001.1,15,Taborstraße (Gravi)
2008-07-01,AT/SPO.09.AKC.55371.6001.1,7,AKH (Allgemeines Krankenhaus) (Gravi)
2008-07-01,AT/SPO.09.TAB.56396.6001.1,9,Taborstraße (Gravi)
2008-08-01,AT/SPO.09.AKC.55371.6001.1,5,AKH (Allgemeines Krankenhaus) (Gravi)
2008-08-01,AT/SPO.09.TAB.56396.6001.1,9,Taborstraße (Gravi)
2008-09-01,AT/SPO.09.AKC.55371.6001.1,12,AKH (Allgemeines Krankenhaus) (Gravi)
2008-09-01,AT/SPO.09.TAB.56396.6001.1,16,Taborstraße (Gravi)
2008-10-01,AT/SPO.09.AKC.55371.6001.1,20,AKH (Allgemeines Krankenhaus) (Gravi)
2008-10-01,AT/SPO.09.TAB.56396.6001.1,23,Taborstraße (Gravi)
2008-11-01,AT/SPO.09.AKC.55371.6001.1,18,AKH (Allgemeines Krankenhaus) (Gravi)
2008-11-01,AT/SPO.09.TAB.56396.6001.1,23,Taborstraße (Gravi)
2008-12-01,AT/SPO.09.AKC.55371.6001.1,18,AKH (Allgemeines Krankenhaus) (Gravi)
2008-12-01,AT/SPO.09.TAB.56396.6001.1,17,Taborstraße (Gravi)
2009-01-01,AT/SPO.09.AKC.55371.6001.1,30,AKH (Allgemeines Krankenhaus) (Gravi)
2009-01-01,AT/SPO.09.TAB.56396.6001.1,29,Taborstraße (Gravi)
2009-02-01,AT/SPO.09.AKC.55371.6001.1,18,AKH (Allgemeines Krankenhaus) (Gravi)
2009-02-01,AT/SPO.09.TAB.56396.6001.1,18,Taborstraße (Gravi)
2009-03-01,AT/SPO.09.AKC.55371.6001.1,10,AKH (Allgemeines Krankenhaus) (Gravi)
2009-03-01,AT/SPO.09.TAB.56396.6001.1,11,Taborstraße (Gravi)
2009-04-01,AT/SPO.09.AKC.55371.6001.1,22,AKH (Allgemeines Krankenhaus) (Gravi)
2009-04-01,AT/SPO.09.TAB.56396.6001.1,27,Taborstraße (Gravi)
2009-05-01,AT/SPO.09.AKC.55371.6001.1,7,AKH (Allgemeines Krankenhaus) (Gravi)
2009-05-01,AT/SPO.09.TAB.56396.6001.1,10,Taborstraße (Gravi)
2009-06-01,AT/SPO.09.AKC.55371.6001.1,0,AKH (Allgemeines Krankenhaus) (Gravi)
2009-06-01,AT/SPO.09.TAB.56396.6001.1,3,Taborstraße (Gravi)
2009-07-01,AT/SPO.09.AKC.55371.6001.1,6,AKH (Allgemeines Krankenhaus) (Gravi)
2009-07-01,AT/SPO.09.TAB.56396.6001.1,7,Taborstraße (Gravi)
2009-08-01,AT/SPO.09.AKC.55371.6001.1,3,AKH (Allgemeines Krankenhaus) (Gravi)
2009-08-01,AT/SPO.09.TAB.56396.6001.1,11,Taborstraße (Gravi)
2009-09-01,AT/SPO.09.AKC.55371.6001.1,19,AKH (Allgemeines Krankenhaus) (Gravi)
2009-09-01,AT/SPO.09.TAB.56396.6001.1,24,Taborstraße (Gravi)
2009-10-01,AT/SPO.09.AKC.55371.6001.1,11,AKH (Allgemeines Krankenhaus) (Gravi)
2009-10-01,AT/SPO.09.TAB.56396.6001.1,13,Taborstraße (Gravi)
2009-11-01,AT/SPO.09.AKC.55371.6001.1,22,AKH (Allgemeines Krankenhaus) (Gravi)
2009-11-01,AT/SPO.09.TAB.56396.6001.1,24,Taborstraße (Gravi)
2009-12-01,AT/SPO.09.AKC.55371.6001.1,21,AKH (Allgemeines Krankenhaus) (Gravi)
2009-12-01,AT/SPO.09.TAB.56396.6001.1,25,Taborstraße (Gravi)
2010-01-01,AT/SPO.09.AKC.55371.6001.1,29,AKH (Allgemeines Krankenhaus) (Gravi)
2010-01-01,AT/SPO.09.TAB.56396.6001.1,29,Taborstraße (Gravi)
2010-02-01,AT/SPO.09.AKC.55371.6001.1,24,AKH (Allgemeines Krankenhaus) (Gravi)
2010-02-01,AT/SPO.09.TAB.56396.6001.1,25,Taborstraße (Gravi)
2010-03-01,AT/SPO.09.AKC.55371.6001.1,18,AKH (Allgemeines Krankenhaus) (Gravi)
2010-03-01,AT/SPO.09.TAB.56396.6001.1,22,Taborstraße (Gravi)
2010-04-01,AT/SPO.09.AKC.55371.6001.1,13,AKH (Allgemeines Krankenhaus) (Gravi)
2010-04-01,AT/SPO.09.TAB.56396.6001.1,17,Taborstraße (Gravi)
2010-05-01,AT/SPO.09.AKC.55371.6001.1,1,AKH (Allgemeines Krankenhaus) (Gravi)
2010-05-01,AT/SPO.09.TAB.56396.6001.1,4,Taborstraße (Gravi)
2010-06-01,AT/SPO.09.AKC.55371.6001.1,4,AKH (Allgemeines Krankenhaus) (Gravi)
2010-06-01,AT/SPO.09.TAB.56396.6001.1,8,Taborstraße (Gravi)
2010-07-01,AT/SPO.09.AKC.55371.6001.1,14,AKH (Allgemeines Krankenhaus) (Gravi)
2010-07-01,AT/SPO.09.TAB.56396.6001.1,16,Taborstraße (Gravi)
2010-08-01,AT/SPO.09.AKC.55371.6001.1,2,AKH (Allgemeines Krankenhaus) (Gravi)
2010-08-01,AT/SPO.09.TAB.56396.6001.1,8,Taborstraße (Gravi)
2010-09-01,AT/SPO.09.AKC.55371.6001.1,6,AKH (Allgemeines Krankenhaus) (Gravi)
2010-09-01,AT/SPO.09.TAB.56396.6001.1,9,Taborstraße (Gravi)
2010-10-01,AT/SPO.09.AKC.55371.6001.1,21,AKH (Allgemeines Krankenhaus) (Gravi)
2010-10-01,AT/SPO.09.TAB.56396.6001.1,25,Taborstraße (Gravi)
2010-11-01,AT/SPO.09.AKC.55371.6001.1,19,AKH (Allgemeines Krankenhaus) (Gravi)
2010-11-01,AT/SPO.09.TAB.56396.6001.1,19,Taborstraße (Gravi)
2010-12-01,AT/SPO.09.AKC.55371.6001.1,24,AKH (Allgemeines Krankenhaus) (Gravi)
2010-12-01,AT/SPO.09.TAB.56396.6001.1,25,Taborstraße (Gravi)
2011-01-01,AT/SPO.09.AKC.55371.6001.1,22,AKH (Allgemeines Krankenhaus) (Gravi)
2011-01-01,AT/SPO.09.KEND.64383.6001.1,20,Kendlerstraße (Gravi)
2011-01-01,AT/SPO.09.LOB.64389.6001.1,20,Lobau (Gravi)
2011-01-01,AT/SPO.09.STAD.64391.6001.1,22,Stadlau (Gravi)
2011-01-01,AT/SPO.09.TAB.56396.6001.1,23,Taborstraße (Gravi)
2011-02-01,AT/SPO.09.AKC.55371.6001.1,24,AKH (Allgemeines Krankenhaus) (Gravi)
2011-02-01,AT/SPO.09.KEND.64383.6001.1,23,Kendlerstraße (Gravi)
2011-02-01,AT/SPO.09.LOB.64389.6001.1,24,Lobau (Gravi)
2011-02-01,AT/SPO.09.STAD.64391.6001.1,25,Stadlau (Gravi)
2011-02-01,AT/SPO.09.TAB.56396.6001.1,25,Taborstraße (Gravi)
2011-03-01,AT/SPO.09.AKC.55371.6001.1,24,AKH (Allgemeines Krankenhaus) (Gravi)
2011-03-01,AT/SPO.09.KEND.64383.6001.1,26,Kendlerstraße (Gravi)
2011-03-01,AT/SPO.09.LOB.64389.6001.1,24,Lobau (Gravi)
2011-03-01,AT/SPO.09.STAD.64391.6001.1,26,Stadlau (Gravi)
2011-03-01,AT/SPO.09.TAB.56396.6001.1,26,Taborstraße (Gravi)
2011-04-01,AT/SPO.09.AKC.55371.6001.1,16,AKH (Allgemeines Krankenhaus) (Gravi)
2011-04-01,AT/SPO.09.KEND.64383.6001.1,16,Kendlerstraße (Gravi)
2011-04-01,AT/SPO.09.LOB.64389.6001.1,13,Lobau (Gravi)
2011-04-01,AT/SPO.09.STAD.64391.6001.1,16,Stadlau (Gravi)
2011-04-01,AT/SPO.09.TAB.56396.6001.1,17,Taborstraße (Gravi)
2011-05-01,AT/SPO.09.AKC.55371.6001.1,9,AKH (Allgemeines Krankenhaus) (Gravi)
2011-05-01,AT/SPO.09.KEND.64383.6001.1,11,Kendlerstraße (Gravi)
2011-05-01,AT/SPO.09.LOB.64389.6001.1,3,Lobau (Gravi)
2011-05-01,AT/SPO.09.STAD.64391.6001.1,10,Stadlau (Gravi)
2011-05-01,AT/SPO.09.TAB.56396.6001.1,17,Taborstraße (Gravi)
2011-06-01,AT/SPO.09.AKC.55371.6001.1,3,AKH (Allgemeines Krankenhaus) (Gravi)
2011-06-01,AT/SPO.09.KEND.64383.6001.1,3,Kendlerstraße (Gravi)
2011-06-01,AT/SPO.09.LOB.64389.6001.1,0,Lobau (Gravi)
2011-06-01,AT/SPO.09.STAD.64391.6001.1,3,Stadlau (Gravi)
2011-06-01,AT/SPO.09.TAB.56396.6001.1,7,Taborstraße (Gravi)
2011-07-01,AT/SPO.09.AKC.55371.6001.1,2,AKH (Allgemeines Krankenhaus) (Gravi)
2011-07-01,AT/SPO.09.KEND.64383.6001.1,3,Kendlerstraße (Gravi)
2011-07-01,AT/SPO.09.LOB.64389.6001.1,0,Lobau (Gravi)
2011-07-01,AT/SPO.09.STAD.64391.6001.1,2,Stadlau (Gravi)
2011-07-01,AT/SPO.09.TAB.56396.6001.1,4,Taborstraße (Gravi)
2011-08-01,AT/SPO.09.AKC.55371.6001.1,8,AKH (Allgemeines Krankenhaus) (Gravi)
2011-08-01,AT/SPO.09.KEND.64383.6001.1,9,Kendlerstraße (Gravi)
2011-08-01,AT/SPO.09.LOB.64389.6001.1,5,Lobau (Gravi)
2011-08-01,AT/SPO.09.STAD.64391.6001.1,6,Stadlau (Gravi)
2011-08-01,AT/SPO.09.TAB.56396.6001.1,13,Taborstraße (Gravi)
2011-09-01,AT/SPO.09.AKC.55371.6001.1,10,AKH (Allgemeines Krankenhaus) (Gravi)
2011-09-01,AT/SPO.09.KEND.64383.6001.1,10,Kendlerstraße (Gravi)
2011-09-01,AT/SPO.09.LOB.64389.6001.1,3,Lobau (Gravi)
2011-09-01,AT/SPO.09.STAD.64391.6001.1,8,Stadlau (Gravi)
2011-09-01,AT/SPO.09.TAB.56396.6001.1,12,Taborstraße (Gravi)
2011-10-01,AT/SPO.09.AKC.55371.6001.1,15,AKH (Allgemeines Krankenhaus) (Gravi)
2011-10-01,AT/SPO.09.KEND.64383.6001.1,15,Kendlerstraße (Gravi)
2011-10-01,AT/SPO.09.LOB.64389.6001.1,13,Lobau (Gravi)
2011-10-01,AT/SPO.09.STAD.64391.6001.1,17,Stadlau (Gravi)
2011-10-01,AT/SPO.09.TAB.56396.6001.1,19,Taborstraße (Gravi)
2011-11-01,AT/SPO.09.AKC.55371.6001.1,30,AKH (Allgemeines Krankenhaus) (Gravi)
2011-11-01,AT/SPO.09.KEND.64383.6001.1,30,Kendlerstraße (Gravi)
2011-11-01,AT/SPO.09.LOB.64389.6001.1,29,Lobau (Gravi)
2011-11-01,AT/SPO.09.STAD.64391.6001.1,29,Stadlau (Gravi)
2011-11-01,AT/SPO.09.TAB.56396.6001.1,30,Taborstraße (Gravi)
2011-12-01,AT/SPO.09.AKC.55371.6001.1,12,AKH (Allgemeines Krankenhaus) (Gravi)
2011-12-01,AT/SPO.09.KEND.64383.6001.1,12,Kendlerstraße (Gravi)
2011-12-01,AT/SPO.09.LOB.64389.6001.1,10,Lobau (Gravi)
2011-12-01,AT/SPO.09.STAD.64391.6001.1,15,Stadlau (Gravi)
2011-12-01,AT/SPO.09.TAB.56396.6001.1,16,Taborstraße (Gravi)
2012-01-01,AT/SPO.09.AKC.55371.6001.1,10,AKH (Allgemeines Krankenhaus) (Gravi)
2012-01-01,AT/SPO.09.KEND.64383.6001.1,10,Kendlerstraße (Gravi)
2012-01-01,AT/SPO.09.LOB.64389.6001.1,9,Lobau (Gravi)
2012-01-01,AT/SPO.09.STAD.64391.6001.1,11,Stadlau (Gravi)
2012-01-01,AT/SPO.09.TAB.56396.6001.1,10,Taborstraße (Gravi)
2012-02-01,AT/SPO.09.AKC.55371.6001.1,21,AKH (Allgemeines Krankenhaus) (Gravi)
2012-02-01,AT/SPO.09.KEND.64383.6001.1,21,Kendlerstraße (Gravi)
2012-02-01,AT/SPO.09.LOB.64389.6001.1,18,Lobau (Gravi)
2012-02-01,AT/SPO.09.STAD.64391.6001.1,21,Stadlau (Gravi)
2012-02-01,AT/SPO.09.TAB.56396.6001.1,21,Taborstraße (Gravi)
2012-03-01,AT/SPO.09.AKC.55371.6001.1,19,AKH (Allgemeines Krankenhaus) (Gravi)
2012-03-01,AT/SPO.09.KEND.64383.6001.1,18,Kendlerstraße (Gravi)
2012-03-01,AT/SPO.09.LOB.64389.6001.1,16,Lobau (Gravi)
2012-03-01,AT/SPO.09.STAD.64391.6001.1,21,Stadlau (Gravi)
2012-03-01,AT/SPO.09.TAB.56396.6001.1,20,Taborstraße (Gravi)
2012-04-01,AT/SPO.09.AKC.55371.6001.1,10,AKH (Allgemeines Krankenhaus) (Gravi)
2012-04-01,AT/SPO.09.KEND.64383.6001.1,10,Kendlerstraße (Gravi)
2012-04-01,AT/SPO.09.LOB.64389.6001.1,8,Lobau (Gravi)
2012-04-01,AT/SPO.09.STAD.64391.6001.1,12,Stadlau (Gravi)
2012-04-01,AT/SPO.09.TAB.56396.6001.1,13,Taborstraße (Gravi)
2012-05-01,AT/SPO.09.AKC.55371.6001.1,3,AKH (Allgemeines Krankenhaus) (Gravi)
2012-05-01,AT/SPO.09.KEND.64383.6001.1,4,Kendlerstraße (Gravi)
2012-05-01,AT/SPO.09.LOB.64389.6001.1,1,Lobau (Gravi)
2012-05-01,AT/SPO.09.STAD.64391.6001.1,2,Stadlau (Gravi)
2012-05-01,AT/SPO.09.TAB.56396.6001.1,7,Taborstraße (Gravi)
2012-06-01,AT/SPO.09.AKC.55371.6001.1,5,AKH (Allgemeines Krankenhaus) (Gravi)
2012-06-01,AT/SPO.09.KEND.64383.6001.1,5,Kendlerstraße (Gravi)
2012-06-01,AT/SPO.09.LOB.64389.6001.1,4,Lobau (Gravi)
2012-06-01,AT/SPO.09.STAD.64391.6001.1,5,Stadlau (Gravi)
2012-06-01,AT/SPO.09.TAB.56396.6001.1,6,Taborstraße (Gravi)
2012-07-01,AT/SPO.09.AKC.55371.6001.1,9,AKH (Allgemeines Krankenhaus) (Gravi)
2012-07-01,AT/SPO.09.KEND.64383.6001.1,9,Kendlerstraße (Gravi)
2012-07-01,AT/SPO.09.LOB.64389.6001.1,6,Lobau (Gravi)
2012-07-01,AT/SPO.09.STAD.64391.6001.1,11,Stadlau (Gravi)
2012-07-01,AT/SPO.09.TAB.56396.6001.1,11,Taborstraße (Gravi)
2012-08-01,AT/SPO.09.AKC.55371.6001.1,3,AKH (Allgemeines Krankenhaus) (Gravi)
2012-08-01,AT/SPO.09.KEND.64383.6001.1,4,Kendlerstraße (Gravi)
2012-08-01,AT/SPO.09.LOB.64389.6001.1,0,Lobau (Gravi)
2012-08-01,AT/SPO.09.STAD.64391.6001.1,7,Stadlau (Gravi)
2012-08-01,AT/SPO.09.TAB.56396.6001.1,8,Taborstraße (Gravi)
2012-09-01,AT/SPO.09.AKC.55371.6001.1,6,AKH (Allgemeines Krankenhaus) (Gravi)
2012-09-01,AT/SPO.09.KEND.64383.6001.1,7,Kendlerstraße (Gravi)
2012-09-01,AT/SPO.09.LOB.64389.6001.1,5,Lobau (Gravi)
2012-09-01,AT/SPO.09.STAD.64391.6001.1,6,Stadlau (Gravi)
2012-09-01,AT/SPO.09.TAB.56396.6001.1,7,Taborstraße (Gravi)
2012-10-01,AT/SPO.09.AKC.55371.6001.1,10,AKH (Allgemeines Krankenhaus) (Gravi)
2012-10-01,AT/SPO.09.KEND.64383.6001.1,10,Kendlerstraße (Gravi)
2012-10-01,AT/SPO.09.LOB.64389.6001.1,7,Lobau (Gravi)
2012-10-01,AT/SPO.09.STAD.64391.6001.1,12,Stadlau (Gravi)
2012-10-01,AT/SPO.09.TAB.56396.6001.1,15,Taborstraße (Gravi)
2012-11-01,AT/SPO.09.AKC.55371.6001.1,24,AKH (Allgemeines Krankenhaus) (Gravi)
2012-11-01,AT/SPO.09.KEND.64383.6001.1,24,Kendlerstraße (Gravi)
2012-11-01,AT/SPO.09.LOB.64389.6001.1,21,Lobau (Gravi)
2012-11-01,AT/SPO.09.STAD.64391.6001.1,25,Stadlau (Gravi)
2012-11-01,AT/SPO.09.TAB.56396.6001.1,25,Taborstraße (Gravi)
2012-12-01,AT/SPO.09.AKC.55371.6001.1,19,AKH (Allgemeines Krankenhaus) (Gravi)
2012-12-01,AT/SPO.09.KEND.64383.6001.1,19,Kendlerstraße (Gravi)
2012-12-01,AT/SPO.09.LOB.64389.6001.1,18,Lobau (Gravi)
2012-12-01,AT/SPO.09.STAD.64391.6001.1,21,Stadlau (Gravi)
2012-12-01,AT/SPO.09.TAB.56396.6001.1,23,Taborstraße (Gravi)
2013-01-01,AT/SPO.09.AKC.5066.6001.1,21,AKH (Allgemeines Krankenhaus) (Automatic)
2013-01-01,AT/SPO.09.KEND.64567.6001.1,21,Kendlerstraße (Automatic)
2013-01-01,AT/SPO.09.LOB.64566.6001.1,22,Lobau (Automatic)
2013-01-01,AT/SPO.09.STAD.64538.6001.1,22,Stadlau (Automatic)
2013-01-01,AT/SPO.09.TAB.56213.6001.1,23,Taborstraße (Automatic)
2013-02-01,AT/SPO.09.AKC.5066.6001.1,20,AKH (Allgemeines Krankenhaus) (Automatic)
2013-02-01,AT/SPO.09.KEND.64567.6001.1,20,Kendlerstraße (Automatic)
2013-02-01,AT/SPO.09.LOB.64566.6001.1,20,Lobau (Automatic)
2013-02-01,AT/SPO.09.STAD.64538.6001.1,21,Stadlau (Automatic)
2013-02-01,AT/SPO.09.TAB.56213.6001.1,20,Taborstraße (Automatic)
2013-03-01,AT/SPO.09.AKC.5066.6001.1,27,AKH (Allgemeines Krankenhaus) (Automatic)
2013-03-01,AT/SPO.09.KEND.64567.6001.1,27,Kendlerstraße (Automatic)
2013-03-01,AT/SPO.09.LOB.64566.6001.1,25,Lobau (Automatic)
2013-03-01,AT/SPO.09.STAD.64538.6001.1,27,Stadlau (Automatic)
2013-03-01,AT/SPO.09.TAB.56213.6001.1,28,Taborstraße (Automatic)
2013-04-01,AT/SPO.09.AKC.5066.6001.1,23,AKH (Allgemeines Krankenhaus) (Automatic)
2013-04-01,AT/SPO.09.KEND.64567.6001.1,23,Kendlerstraße (Automatic)
2013-04-01,AT/SPO.09.LOB.64566.6001.1,22,Lobau (Automatic)
2013-04-01,AT/SPO.09.STAD.64538.6001.1,23,Stadlau (Automatic)
2013-04-01,AT/SPO.09.TAB.56213.6001.1,23,Taborstraße (Automatic)
2013-05-01,AT/SPO.09.AKC.5066.6001.1,6,AKH (Allgemeines Krankenhaus) (Automatic)
2013-05-01,AT/SPO.09.KEND.64567.6001.1,7,Kendlerstraße (Automatic)
2013-05-01,AT/SPO.09.LOB.64566.6001.1,5,Lobau (Automatic)
2013-05-01,AT/SPO.09.STAD.64538.6001.1,7,Stadlau (Automatic)
2013-05-01,AT/SPO.09.TAB.56213.6001.1,6,Taborstraße (Automatic)
2013-06-01,AT/SPO.09.AKC.5066.6001.1,5,AKH (Allgemeines Krankenhaus) (Automatic)
2013-06-01,AT/SPO.09.KEND.64567.6001.1,5,Kendlerstraße (Automatic)
2013-06-01,AT/SPO.09.LOB.64566.6001.1,4,Lobau (Automatic)
2013-06-01,AT/SPO.09.STAD.64538.6001.1,5,Stadlau (Automatic)
2013-06-01,AT/SPO.09.TAB.56213.6001.1,4,Taborstraße (Automatic)
2013-07-01,AT/SPO.09.AKC.5066.6001.1,0,AKH (Allgemeines Krankenhaus) (Automatic)
2013-07-01,AT/SPO.09.KEND.64567.6001.1,2,Kendlerstraße (Automatic)
2013-07-01,AT/SPO.09.LOB.64566.6001.1,0,Lobau (Automatic)
2013-07-01,AT/SPO.09.STAD.64538.6001.1,1,Stadlau (Automatic)
2013-07-01,AT/SPO.09.TAB.56213.6001.1,1,Taborstraße (Automatic)
2013-08-01,AT/SPO.09.AKC.5066.6001.1,5,AKH (Allgemeines Krankenhaus) (Automatic)
2013-08-01,AT/SPO.09.KEND.64567.6001.1,5,Kendlerstraße (Automatic)
2013-08-01,AT/SPO.09.LOB.64566.6001.1,4,Lobau (Automatic)
2013-08-01,AT/SPO.09.STAD.64538.6001.1,6,Stadlau (Automatic)
2013-08-01,AT/SPO.09.TAB.56213.6001.1,6,Taborstraße (Automatic)
2013-09-01,AT/SPO.09.AKC.5066.6001.1,2,AKH (Allgemeines Krankenhaus) (Automatic)
